9125cd85-c09e-41a2-a9d2-5c06f9381d18;Category Rep;Base Shoppers;NO TO: Plant Shoppers;NO TO: Sugar free shoppers;CML Users;CML Heavy Users;NO TO: Non-CML Users;Comfort Seekers;NO TO: 25Ð35-year-olds Users;NO TO: Hispanic Users;NO TO: CML Zero Sugar Users;NO TO: CML Users;CML Heavy Users;NO TO: Non-CML Users;NO TO: Comfort Seekers;NO TO: 25Ð35-year-olds Users;NO TO: Hispanic Users;NO TO: CML Zero Sugar Users;NO TO: Other
dd50cbd5-fbe3-423e-a673-5b42cdebb406;Category Rep;Base Shoppers;NO TO: Plant Shoppers;NO TO: Sugar free shoppers;CML Users;CML Heavy Users;NO TO: Non-CML Users;NO TO: Comfort Seekers;NO TO: 25Ð35-year-olds Users;NO TO: Hispanic Users;NO TO: CML Zero Sugar Users;NO TO: CML Users;CML Heavy Users;NO TO: Non-CML Users;NO TO: Comfort Seekers;NO TO: 25Ð35-year-olds Users;NO TO: Hispanic Users;NO TO: CML Zero Sugar Users;NO TO: Other
4b6cb453-2f28-4fcf-9430-74312f96286e;Category Rep;Base Shoppers;Plant Shoppers;NO TO: Sugar free shoppers;CML Users;NO TO: CML Heavy Users;NO TO: Non-CML Users;NO TO: Comfort Seekers;NO TO: 25Ð35-year-olds Users;NO TO: Hispanic Users;NO TO: CML Zero Sugar Users;NO TO: CML Users;NO TO: CML Heavy Users;NO TO: Non-CML Users;NO TO: Comfort Seekers;NO TO: 25Ð35-year-olds Users;NO TO: Hispanic Users;NO TO: CML Zero Sugar Users;Other
3e63f4fb-2001-4e26-99b9-1ed83aeb8fbe;Category Rep;Base Shoppers;NO TO: Plant Shoppers;NO TO: Sugar free shoppers;CML Users;NO TO: CML Heavy Users;NO TO: Non-CML Users;NO TO: Comfort Seekers;25Ð35-year-olds Users;NO TO: Hispanic Users;NO TO: CML Zero Sugar Users;NO TO: CML Users;NO TO: CML Heavy Users;NO TO: Non-CML Users;NO TO: Comfort Seekers;25Ð35-year-olds Users;NO TO: Hispanic Users;NO TO: CML Zero Sugar Users;NO TO: Other
8b2524a0-3be8-4747-acb4-ac9fc9899bc2;Category Rep;Base Shoppers;Plant Shoppers;Sugar free shoppers;NO TO: CML Users;NO TO: CML Heavy Users;Non-CML Users;NO TO: Comfort Seekers;25Ð35-year-olds Users;Hispanic Users;NO TO: CML Zero Sugar Users;NO TO: CML Users;NO TO: CML Heavy Users;NO TO: Non-CML Users;NO TO: Comfort Seekers;NO TO: 25Ð35-year-olds Users;NO TO: Hispanic Users;NO TO: CML Zero Sugar Users;Other
bd782983-5d93-466b-8883-ceba1f346a94;Category Rep;Base Shoppers;NO TO: Plant Shoppers;NO TO: Sugar free shoppers;NO TO: CML Users;NO TO: CML Heavy Users;Non-CML Users;NO TO: Comfort Seekers;NO TO: 25Ð35-year-olds Users;NO TO: Hispanic Users;NO TO: CML Zero Sugar Users;NO TO: CML Users;NO TO: CML Heavy Users;Non-CML Users;NO TO: Comfort Seekers;NO TO: 25Ð35-year-olds Users;NO TO: Hispanic Users;NO TO: CML Zero Sugar Users;NO TO: Other
f440a016-feae-49c2-b5b2-95b0b24cbeb0;Category Rep;Base Shoppers;Plant Shoppers;NO TO: Sugar free shoppers;CML Users;NO TO: CML Heavy Users;NO TO: Non-CML Users;NO TO: Comfort Seekers;NO TO: 25Ð35-year-olds Users;NO TO: Hispanic Users;NO TO: CML Zero Sugar Users;CML Users;NO TO: CML Heavy Users;NO TO: Non-CML Users;NO TO: Comfort Seekers;NO TO: 25Ð35-year-olds Users;NO TO: Hispanic Users;NO TO: CML Zero Sugar Users;NO TO: Other
90962bb6-cb23-4bcf-92b0-8a208d37838d;Category Rep;Base Shoppers;NO TO: Plant Shoppers;NO TO: Sugar free shoppers;CML Users;CML Heavy Users;NO TO: Non-CML Users;NO TO: Comfort Seekers;25Ð35-year-olds Users;NO TO: Hispanic Users;NO TO: CML Zero Sugar Users;NO TO: CML Users;NO TO: CML Heavy Users;NO TO: Non-CML Users;NO TO: Comfort Seekers;25Ð35-year-olds Users;NO TO: Hispanic Users;NO TO: CML Zero Sugar Users;NO TO: Other
dd423bab-fc0e-40ae-bd86-0d1aa0ac03c0;Category Rep;Base Shoppers;Plant Shoppers;Sugar free shoppers;CML Users;NO TO: CML Heavy Users;NO TO: Non-CML Users;Comfort Seekers;NO TO: 25Ð35-year-olds Users;NO TO: Hispanic Users;NO TO: CML Zero Sugar Users;NO TO: CML Users;NO TO: CML Heavy Users;NO TO: Non-CML Users;NO TO: Comfort Seekers;NO TO: 25Ð35-year-olds Users;NO TO: Hispanic Users;NO TO: CML Zero Sugar Users;Other
1e82d766-cd19-40fe-9a3f-0fe2c05fe545;Category Rep;NO TO: Base Shoppers;Plant Shoppers;Sugar free shoppers;NO TO: CML Users;NO TO: CML Heavy Users;NO TO: Non-CML Users;Comfort Seekers;25Ð35-year-olds Users;NO TO: Hispanic Users;CML Zero Sugar Users;NO TO: CML Users;NO TO: CML Heavy Users;NO TO: Non-CML Users;NO TO: Comfort Seekers;NO TO: 25Ð35-year-olds Users;NO TO: Hispanic Users;CML Zero Sugar Users;NO TO: Other
f4563005-7490-48e3-a1bf-b4de4aef7a28;Category Rep;Base Shoppers;Plant Shoppers;Sugar free shoppers;NO TO: CML Users;NO TO: CML Heavy Users;Non-CML Users;Comfort Seekers;25Ð35-year-olds Users;Hispanic Users;NO TO: CML Zero Sugar Users;NO TO: CML Users;NO TO: CML Heavy Users;NO TO: Non-CML Users;NO TO: Comfort Seekers;25Ð35-year-olds Users;NO TO: Hispanic Users;NO TO: CML Zero Sugar Users;NO TO: Other
b931852a-13cd-42de-ab24-495e048a741a;Category Rep;Base Shoppers;Plant Shoppers;NO TO: Sugar free shoppers;CML Users;CML Heavy Users;NO TO: Non-CML Users;NO TO: Comfort Seekers;NO TO: 25Ð35-year-olds Users;NO TO: Hispanic Users;NO TO: CML Zero Sugar Users;NO TO: CML Users;CML Heavy Users;NO TO: Non-CML Users;NO TO: Comfort Seekers;NO TO: 25Ð35-year-olds Users;NO TO: Hispanic Users;NO TO: CML Zero Sugar Users;NO TO: Other
